-10.0 2.2305683813460983e-06 0.0 -13.013254125441117
-9.99 8.85951124759991e-06 0.0 -11.634018958796645
-9.98 1.9922374936476546e-05 0.0 -10.823667089195702
-9.97 3.547629593006822e-05 0.0 -10.246645804787143
-9.96 5.539634883224272e-05 0.0 -9.800996871938088
-9.95 7.961997047461949e-05 0.0 -9.438245611220864
-9.94 0.00010788796026862257 0.0 -9.134417274237144
-9.93 0.0001401163274760607 0.0 -8.87303756982674
-9.92 0.0001762934037745193 0.0 -8.643360884039076
-9.91 0.00021638786394608924 0.0 -8.438438094144573
-9.9 0.00026036544418260485 0.0 -8.253424359267438
-9.89 0.00030804894207712795 0.0 -8.085251884766603
-9.88 0.0003589366031902311 0.0 -7.932364777855208
-9.87 0.00041304385035520507 0.0 -7.791956795445227
-9.86 0.0004700659175754596 0.0 -7.662637622933752
-9.85 0.0005302616684120607 0.0 -7.542139959269736
-9.84 0.0005934979612200364 0.0 -7.4294767791015195
-9.83 0.0006597980840212537 0.0 -7.323576703052073
-9.82 0.0007294813835508696 0.0 -7.2231767097912565
-9.81 0.0008025515290142308 0.0 -7.127714494411883
-9.8 0.0008789874359312643 0.0 -7.0367399539748074
-9.79 0.0009595494600469596 0.0 -6.949046696115032
-9.78 0.001044357382911591 0.0 -6.8643535273035425
-9.77 0.0011333181811429508 0.0 -6.782605505697254
-9.76 0.001226778596421874 0.0 -6.70336357254912
-9.75 0.001324888565370739 0.0 -6.62642692468768
-9.74 0.0014273882781261791 0.0 -6.551908883506578
-9.73 0.0015336662382757036 0.0 -6.480094175801642
-9.72 0.0016431649801788826 0.0 -6.411131030982223
-9.71 0.0017553107781734898 0.0 -6.345109356161064
-9.7 0.0018701680229088948 0.0 -6.281727000329137
-9.69 0.0019878218063882867 0.0 -6.2207158093787145
-9.68 0.0021080329437112772 0.0 -6.16200002047861
-9.67 0.0022306778668869025 0.0 -6.105449763519042
-9.66 0.0023571179422120143 0.0 -6.050315617157438
-9.65 0.00248772654933323 0.0 -5.996386017969776
-9.64 0.002622250086269437 0.0 -5.943722518223549
-9.63 0.0027603882989822195 0.0 -5.892383921111676
-9.62 0.0029030955426581854 0.0 -5.841977682783604
-9.61 0.0030501683134987923 0.0 -5.792558505131737
-9.6 0.003201481210324215 0.0 -5.744141698045219
-9.59 0.003357796721478375 0.0 -5.69647025775224
-9.58 0.003519502982143237 0.0 -5.649435497596306
-9.57 0.0036871907369977657 0.0 -5.60289042876612
-9.56 0.003861559037655842 0.0 -5.556684281283574
-9.55 0.004042352273620476 0.0 -5.510928510502819
-9.54 0.004229992442207959 0.0 -5.465555072637613
-9.53 0.004424866169551601 0.0 -5.420515245148738
-9.52 0.004626674776279901 0.0 -5.3759168597748745
-9.51 0.004836722195383519 0.0 -5.331518020037796
-9.5 0.005055817853645876 0.0 -5.287215648568591
-9.49 0.005282153485653561 0.0 -5.243421407283722
-9.48 0.00551435174318002 0.0 -5.200401177486538
-9.47 0.005752884882827097 0.0 -5.158053831239111
-9.46 0.0059981527183846995 0.0 -5.116303737428159
-9.45 0.006250940895357668 0.0 -5.075023283307099
-9.44 0.006510174075426207 0.0 -5.034389083422353
-9.43 0.0067756324906205695 0.0 -4.994422560024662
-9.42 0.007047868796585836 0.0 -4.955030006215938
-9.41 0.0073255494252273965 0.0 -4.916387120034897
