-10.0 3.6980954968770747e-35 0.0 -79.28266029823445
-9.99 4.0265409889915053e-35 0.0 -79.1975705627833
-9.98 4.3841572911571135e-35 0.0 -79.11248082733213
-9.97 4.773535202089218e-35 0.0 -79.02739109188097
-9.96 5.197495621688986e-35 0.0 -78.94230135642981
-9.95 5.659109987426818e-35 0.0 -78.85721162097863
-9.94 6.161722525777985e-35 0.0 -78.77212188552747
-9.93 6.708974479915215e-35 0.0 -78.6870321500763
-9.92 7.304830489177308e-35 0.0 -78.60194241462514
-9.91 7.953607311424553e-35 0.0 -78.51685267917398
-9.9 8.660005096363381e-35 0.0 -78.43176294372282
-9.89 9.429141436404084e-35 0.0 -78.34667320827165
-9.88 1.0266588441737544e-34 0.0 -78.26158347282049
-9.87 1.1178413108226424e-34 0.0 -78.17649373736931
-9.86 1.2171221270560332e-34 0.0 -78.09140400191816
-9.85 1.3252205459102607e-34 0.0 -78.006314266467
-9.84 1.4429197007128587e-34 0.0 -77.92122453101584
-9.83 1.5710722785958622e-34 0.0 -77.83613479556467
-9.82 1.710606697900773e-34 0.0 -77.75104506011351
-9.81 1.8625338342283272e-34 0.0 -77.66595532466235
-9.8 2.027954343860813e-34 0.0 -77.58086558921119
-9.79 2.2080666376124665e-34 0.0 -77.49577585376001
-9.78 2.4041755628753878e-34 0.0 -77.41068611830885
-9.77 2.617701856759647e-34 0.0 -77.32559638285768
-9.76 2.8501924388115387e-34 0.0 -77.24050664740652
-9.75 3.103331617877353e-34 0.0 -77.15541691195536
-9.74 3.378953294302129e-34 0.0 -77.0703271765042
-9.73 3.6790542458637986e-34 0.0 -76.98523744105304
-9.72 4.005808593694746e-34 0.0 -76.90014770560188
-9.71 4.3615835529903006e-34 0.0 -76.81505797015072
-9.7 4.748956582613344e-34 0.0 -76.72996823469954
-9.69 5.170734057836456e-34 0.0 -76.64487849924838
-9.68 5.6299716015000526e-34 0.0 -76.55978876379721
-9.67 6.129996220876923e-34 0.0 -76.47469902834605
-9.66 6.674430410617586e-34 0.0 -76.38960929289489
-9.65 7.267218396393082e-34 0.0 -76.30451955744373
-9.64 7.912654709360778e-34 0.0 -76.21942982199256
-9.63 8.615415298464735e-34 0.0 -76.1343400865414
-9.62 9.380591405967909e-34 0.0 -76.04925035109022
-9.61 1.0213726451631247e-33 0.0 -75.96416061563906
-9.6 1.112085619275386e-33 0.0 -75.8790708801879
-9.59 1.2108552451016344e-33 0.0 -75.79398114473675
-9.58 1.3183970722915111e-33 0.0 -75.70889140928558
-9.57 1.435490201870441e-33 0.0 -75.62380167383442
-9.56 1.5629829305403774e-33 0.0 -75.53871193838326
-9.55 1.701798896277712e-33 0.0 -75.4536222029321
-9.54 1.852943769751081e-33 0.0 -75.36853246748092
-9.53 2.0175125400357596e-33 0.0 -75.28344273202976
-9.52 2.1966974474073445e-33 0.0 -75.19835299657859
-9.51 2.391796620684407e-33 0.0 -75.11326326112743
-9.5 2.604223481694851e-33 0.0 -75.02817352567627
-9.49 2.835516984997749e-33 0.0 -74.9430837902251
-9.48 3.087352767043681e-33 0.0 -74.85799405477394
-9.47 3.3615552855451626e-33 0.0 -74.77290431932278
