-10.0 5.5412113145833725e-06 0.0 -12.103297432263492 (-0.0018605885642267613+0.001442019940656845j)
-9.99 2.2214350141815953e-05 0.0 -10.714772075129831 (-0.0037209183943419178+0.00289294252353273j)
-9.98 5.003152699881633e-05 0.0 -9.902857211266609 (-0.005574731858723255+0.004353606746383083j)
-9.97 8.901540047653147e-05 0.0 -9.326701164139514 (-0.00741915844941752+0.005828506530747656j)
-9.96 0.00013900733974776895 0.0 -8.880983822286877 (-0.00924512087992581+0.007316767022621996j)
-9.95 0.0001998783355470776 0.0 -8.51780169878391 (-0.011055617821392976+0.008812017370294706j)
-9.94 0.00027169592255080075 0.0 -8.210827048818667 (-0.012855513652426898+0.010316573621269145j)
-9.93 0.00035413778383194653 0.0 -7.9458245006926465 (-0.014638219053740001+0.011826255821969596j)
-9.92 0.00044678311235515314 0.0 -7.713437288361003 (-0.01640048958135351+0.013334431140737428j)
-9.91 0.0005495687793092537 0.0 -7.506376624875538 (-0.018142752878755355+0.014846187971653463j)
-9.9 0.0006623419793512581 0.0 -7.31972855028868 (-0.019861972450090647+0.016365941150544874j)
-9.89 0.0007853328238895461 0.0 -7.149402950558639 (-0.021571025559582603+0.01788920568939214j)
-9.88 0.0009183069130391936 0.0 -6.992978895289507 (-0.023268539717353667+0.019413448237269145j)
-9.87 0.0010612959978377628 0.0 -6.848264478203548 (-0.024960762872366607+0.02093457223511499j)
-9.86 0.0012136253496743009 0.0 -6.714143242150162 (-0.02664456694429274+0.022443092523656432j)
-9.85 0.0013744269367934692 0.0 -6.589718407978822 (-0.028314154830525604+0.023931894472157714j)
-9.84 0.001543322867277685 0.0 -6.473817481036641 (-0.029967131125694563+0.02540263607134333j)
-9.83 0.0017195303502441396 0.0 -6.36570407762595 (-0.031598525736765457+0.02685262597041695j)
-9.82 0.0019022121850489832 0.0 -6.264737762170034 (-0.03320178743849252+0.028281681278490924j)
-9.81 0.002091026173122377 0.0 -6.17010034157793 (-0.03477717051516065+0.02969132169644553j)
-9.8 0.0022859695891620864 0.0 -6.080965016776707 (-0.036326600639655295+0.031086133164629572j)
-9.79 0.002485949361700407 0.0 -5.997100655489489 (-0.037845392687044614+0.03246036990029221j)
-9.78 0.0026909346889801367 0.0 -5.917866677699067 (-0.03933986085071403+0.033812867923715j)
-9.77 0.0029013065817983155 0.0 -5.8425940980071385 (-0.04081567243727578+0.03514807911239704j)
-9.76 0.0031170826465147148 0.0 -5.770857763785946 (-0.04227176980779806+0.03647163451000307j)
-9.75 0.0033377963878169154 0.0 -5.702444453860328 (-0.043710974818625105+0.03777760008553266j)
-9.74 0.003563028287614738 0.0 -5.637144453121153 (-0.04512775485762938+0.039070628727017505j)
-9.73 0.003791409947743957 0.0 -5.575017311194899 (-0.04651521486965189+0.040345318605435165j)
-9.72 0.004022042375345439 0.0 -5.515965451798208 (-0.04787244093693844+0.041596535601955836j)
-9.71 0.004254520153499604 0.0 -5.459773295701605 (-0.04919799919013523+0.04282612554489439j)
-9.7 0.004487700902383937 0.0 -5.406414756836389 (-0.050485969729192524+0.04403257615546692j)
-9.69 0.004720384775269977 0.0 -5.355864962522945 (-0.05173015777583892+0.04521477138896964j)
-9.68 0.004950584777383533 0.0 -5.308249572533987 (-0.05293018752460324+0.04635709251014205j)
-9.67 0.005177373980604522 0.0 -5.263457304806393 (-0.05407850368517551+0.04746461228933594j)
